,item,RC-licensor,gap,island,ext-type,token,critical,surprisal
16,3,0,0,0,subject,。,1,3.2552311420440700
0,3,0,0,1,subject,営業,0,0.0
1,3,0,0,1,subject,マン,0,12.034317970275900
2,3,0,0,1,subject,が,0,3.380770206451420
3,3,0,0,1,subject,取った,0,15.484261512756300
4,3,0,0,1,subject,契約,0,8.886350631713870
5,3,0,0,1,subject,が,0,4.380618095397950
6,3,0,0,1,subject,今,0,10.906377792358400
7,3,0,0,1,subject,朝,0,10.068544387817400
8,3,0,0,1,subject,朝,0,12.19439697265630
9,3,0,0,1,subject,礼,0,16.47321128845220
10,3,0,0,1,subject,で,0,3.904784917831420
11,3,0,0,1,subject,発表された,0,9.264349937438970
12,3,0,0,1,subject,の,1,6.150653839111330
13,3,0,0,1,subject,で,1,2.2485039234161400
14,3,0,0,1,subject,羨,1,15.748546600341800
15,3,0,0,1,subject,ましい,1,8.566307067871090
16,3,0,0,1,subject,。,1,3.5526442527771000
0,3,1,0,0,subject,営業,0,0.0
1,3,1,0,0,subject,マン,0,12.034317970275900
2,3,1,0,0,subject,が,0,3.380770206451420
3,3,1,0,0,subject,契約,0,10.797210693359400
4,3,1,0,0,subject,を取った,0,15.228232383728000
5,3,1,0,0,subject,ことが,0,6.933893203735350
6,3,1,0,0,subject,今,0,12.674912452697800
7,3,1,0,0,subject,朝,0,10.747774124145500
8,3,1,0,0,subject,朝,0,12.86929702758790
9,3,1,0,0,subject,礼,0,17.995410919189500
10,3,1,0,0,subject,で,0,3.235363721847530
11,3,1,0,0,subject,発表された,0,4.734646797180180
12,3,1,0,0,subject,営業,1,19.008785247802700
13,3,1,0,0,subject,マンは,1,5.404025077819820
14,3,1,0,0,subject,自慢,1,18.108322143554700
15,3,1,0,0,subject,げ,1,6.657985210418700
16,3,1,0,0,subject,だ,1,9.393385887146000
17,3,1,0,0,subject,。,1,2.5960917472839400
0,3,1,0,1,subject,営業,0,0.0
1,3,1,0,1,subject,マン,0,12.034317970275900
2,3,1,0,1,subject,が,0,3.380770206451420
3,3,1,0,1,subject,取った,0,15.484261512756300
4,3,1,0,1,subject,契約,0,8.886350631713870
5,3,1,0,1,subject,が,0,4.380618095397950
6,3,1,0,1,subject,今,0,10.906377792358400
7,3,1,0,1,subject,朝,0,10.068544387817400
8,3,1,0,1,subject,朝,0,12.19439697265630
9,3,1,0,1,subject,礼,0,16.47321128845220
10,3,1,0,1,subject,で,0,3.904784917831420
11,3,1,0,1,subject,発表された,0,9.264349937438970
12,3,1,0,1,subject,営業,1,17.885709762573200
13,3,1,0,1,subject,マンは,1,6.839225769042970
14,3,1,0,1,subject,自慢,1,17.869033813476600
15,3,1,0,1,subject,げ,1,6.731402397155760
16,3,1,0,1,subject,だ,1,8.71695327758789
17,3,1,0,1,subject,。,1,2.6180052757263200
0,3,0,1,0,subject,契約,0,0.0
1,3,0,1,0,subject,を取った,0,14.311116218566900
2,3,0,1,0,subject,ことが,0,7.70263671875
3,3,0,1,0,subject,今,0,12.795065879821800
4,3,0,1,0,subject,朝,0,11.77718734741210
5,3,0,1,0,subject,朝,0,12.995607376098600
6,3,0,1,0,subject,礼,0,17.525548934936500
7,3,0,1,0,subject,で,0,2.757462501525880
8,3,0,1,0,subject,発表された,0,3.3137905597686800
9,3,0,1,0,subject,自慢,1,27.246007919311500
10,3,0,1,0,subject,げ,1,7.503475666046140
11,3,0,1,0,subject,だ,1,10.90255355834960
12,3,0,1,0,subject,。,1,1.4838263988494900
0,3,0,1,1,subject,取った,0,0.0
1,3,0,1,1,subject,契約,0,13.051480293273900
2,3,0,1,1,subject,が,0,4.712104320526120
3,3,0,1,1,subject,今,0,11.545905113220200
4,3,0,1,1,subject,朝,0,10.270798683166500
5,3,0,1,1,subject,朝,0,14.590010643005400
6,3,0,1,1,subject,礼,0,16.51172637939450
7,3,0,1,1,subject,で,0,4.535333633422850
8,3,0,1,1,subject,発表された,0,7.428395748138430
9,3,0,1,1,subject,自慢,1,27.280580520629900
10,3,0,1,1,subject,げ,1,7.346530437469480
11,3,0,1,1,subject,だ,1,10.423285484314000
12,3,0,1,1,subject,。,1,1.4504961967468300
0,3,1,1,0,subject,契約,0,0.0
1,3,1,1,0,subject,を取った,0,14.311116218566900
2,3,1,1,0,subject,ことが,0,7.70263671875
3,3,1,1,0,subject,今,0,12.795065879821800
4,3,1,1,0,subject,朝,0,11.77718734741210
5,3,1,1,0,subject,朝,0,12.995607376098600
6,3,1,1,0,subject,礼,0,17.525548934936500
7,3,1,1,0,subject,で,0,2.757462501525880
8,3,1,1,0,subject,発表された,0,3.3137905597686800
9,3,1,1,0,subject,営業,1,21.934011459350600
10,3,1,1,0,subject,マンは,1,12.14124870300290
11,3,1,1,0,subject,自慢,1,19.480960845947300
12,3,1,1,0,subject,げ,1,5.564669132232670
13,3,1,1,0,subject,だ,1,9.86349105834961
14,3,1,1,0,subject,。,1,2.858600616455080
0,3,1,1,1,subject,取った,0,0.0
1,3,1,1,1,subject,契約,0,13.051480293273900
2,3,1,1,1,subject,が,0,4.712104320526120
3,3,1,1,1,subject,今,0,11.545905113220200
4,3,1,1,1,subject,朝,0,10.270798683166500
5,3,1,1,1,subject,朝,0,14.590010643005400
6,3,1,1,1,subject,礼,0,16.51172637939450
7,3,1,1,1,subject,で,0,4.535333633422850
8,3,1,1,1,subject,発表された,0,7.428395748138430
9,3,1,1,1,subject,営業,1,21.022743225097700
10,3,1,1,1,subject,マンは,1,12.798808097839400
11,3,1,1,1,subject,自慢,1,19.263330459594700
12,3,1,1,1,subject,げ,1,5.269652843475340
13,3,1,1,1,subject,だ,1,10.438677787780800
14,3,1,1,1,subject,。,1,2.6010076999664300
0,4,0,0,0,subject,芸人,0,0.0
1,4,0,0,0,subject,が,0,4.578641891479490
2,4,0,0,0,subject,別荘,0,15.60447883605960
3,4,0,0,0,subject,を,0,4.516860008239750
4,4,0,0,0,subject,建てた,0,4.405613422393800
5,4,0,0,0,subject,ことが,0,6.964504718780520
6,4,0,0,0,subject,先,0,13.01656436920170
7,4,0,0,0,subject,日,0,10.80427360534670
8,4,0,0,0,subject,雑誌,0,9.95127010345459
9,4,0,0,0,subject,に,0,2.8753395080566400
10,4,0,0,0,subject,取材,0,8.238518714904790
11,4,0,0,0,subject,された,0,2.6831700801849400
12,4,0,0,0,subject,の,1,5.605967044830320
13,4,0,0,0,subject,で,1,1.5631462335586500
14,4,0,0,0,subject,喜,1,11.283923149108900
15,4,0,0,0,subject,んだ,1,1.4217654466629000
16,4,0,0,0,subject,。,1,1.8889625072479200
0,4,0,0,1,subject,芸人,0,0.0
1,4,0,0,1,subject,が,0,4.578641891479490
2,4,0,0,1,subject,建てた,0,14.813063621521000
3,4,0,0,1,subject,別荘,0,7.9051947593689000
4,4,0,0,1,subject,が,0,4.769676208496090
5,4,0,0,1,subject,先,0,12.207693099975600
6,4,0,0,1,subject,日,0,9.95143985748291
7,4,0,0,1,subject,雑誌,0,15.785165786743200
8,4,0,0,1,subject,に,0,3.164228916168210
9,4,0,0,1,subject,取材,0,7.739853382110600
10,4,0,0,1,subject,された,0,3.89737868309021
11,4,0,0,1,subject,の,1,4.843708515167240
12,4,0,0,1,subject,で,1,1.3691043853759800
13,4,0,0,1,subject,喜,1,11.687498092651400
14,4,0,0,1,subject,んだ,1,1.7460187673568700
15,4,0,0,1,subject,。,1,1.7219150066375700
0,4,1,0,0,subject,芸人,0,0.0
1,4,1,0,0,subject,が,0,4.578641891479490
2,4,1,0,0,subject,別荘,0,15.60447883605960
3,4,1,0,0,subject,を,0,4.516860008239750
4,4,1,0,0,subject,建てた,0,4.405613422393800
5,4,1,0,0,subject,ことが,0,6.964504718780520
6,4,1,0,0,subject,先,0,13.01656436920170
7,4,1,0,0,subject,日,0,10.80427360534670
8,4,1,0,0,subject,雑誌,0,9.95127010345459
9,4,1,0,0,subject,に,0,2.8753395080566400
10,4,1,0,0,subject,取材,0,8.238518714904790
11,4,1,0,0,subject,された,0,2.6831700801849400
12,4,1,0,0,subject,芸人,1,16.805742263793900
13,4,1,0,0,subject,は,1,5.115630626678470
14,4,1,0,0,subject,若者,1,17.436241149902300
15,4,1,0,0,subject,に,1,6.572115898132320
16,4,1,0,0,subject,人気,1,2.036341905593870
17,4,1,0,0,subject,だ,1,10.238018035888700
18,4,1,0,0,subject,。,1,2.8429503440856900
0,4,1,0,1,subject,芸人,0,0.0
1,4,1,0,1,subject,が,0,4.578641891479490
2,4,1,0,1,subject,建てた,0,14.813063621521000
3,4,1,0,1,subject,別荘,0,7.9051947593689000
4,4,1,0,1,subject,が,0,4.769676208496090
5,4,1,0,1,subject,先,0,12.207693099975600
6,4,1,0,1,subject,日,0,9.95143985748291
7,4,1,0,1,subject,雑誌,0,15.785165786743200
8,4,1,0,1,subject,に,0,3.164228916168210
9,4,1,0,1,subject,取材,0,7.739853382110600
10,4,1,0,1,subject,された,0,3.89737868309021
11,4,1,0,1,subject,芸人,1,15.105841636657700
12,4,1,0,1,subject,は,1,5.344549179077150
13,4,1,0,1,subject,若者,1,16.47196388244630
14,4,1,0,1,subject,に,1,5.592259407043460
15,4,1,0,1,subject,人気,1,1.4456778764724700
16,4,1,0,1,subject,だ,1,9.798975944519040
17,4,1,0,1,subject,。,1,2.3904364109039300
0,4,0,1,0,subject,別荘,0,0.0
1,4,0,1,0,subject,を,0,4.4229302406311000
2,4,0,1,0,subject,建てた,0,3.684354066848760
3,4,0,1,0,subject,ことが,0,8.239563941955570
4,4,0,1,0,subject,先,0,12.34251880645750
5,4,0,1,0,subject,日,0,12.250713348388700
6,4,0,1,0,subject,雑誌,0,12.338912963867200
7,4,0,1,0,subject,に,0,2.4406909942627000
8,4,0,1,0,subject,取材,0,9.401185035705570
9,4,0,1,0,subject,された,0,2.354681968688970
10,4,0,1,0,subject,若者,1,15.409022331237800
11,4,0,1,0,subject,に,1,4.563182830810550
12,4,0,1,0,subject,人気,1,9.150391578674320
13,4,0,1,0,subject,だ,1,10.149497032165500
14,4,0,1,0,subject,。,1,2.0209693908691400
0,4,0,1,1,subject,建てた,0,0.0
1,4,0,1,1,subject,別荘,0,15.268867492675800
2,4,0,1,1,subject,が,0,4.565678596496580
3,4,0,1,1,subject,先,0,13.139961242675800
4,4,0,1,1,subject,日,0,11.620976448059100
5,4,0,1,1,subject,雑誌,0,17.29973793029790
6,4,0,1,1,subject,に,0,2.6714794635772700
7,4,0,1,1,subject,取材,0,8.479541778564450
8,4,0,1,1,subject,された,0,3.7331738471984900
9,4,0,1,1,subject,若者,1,14.143684387207000
10,4,0,1,1,subject,に,1,4.59840202331543
11,4,0,1,1,subject,人気,1,6.902194976806640
12,4,0,1,1,subject,だ,1,9.770445823669430
13,4,0,1,1,subject,。,1,1.7281490564346300
0,4,1,1,0,subject,別荘,0,0.0
1,4,1,1,0,subject,を,0,4.4229302406311000
2,4,1,1,0,subject,建てた,0,3.684354066848760
3,4,1,1,0,subject,ことが,0,8.239563941955570
4,4,1,1,0,subject,先,0,12.34251880645750
5,4,1,1,0,subject,日,0,12.250713348388700
6,4,1,1,0,subject,雑誌,0,12.338912963867200
7,4,1,1,0,subject,に,0,2.4406909942627000
8,4,1,1,0,subject,取材,0,9.401185035705570
9,4,1,1,0,subject,された,0,2.354681968688970
10,4,1,1,0,subject,芸人,1,18.094003677368200
11,4,1,1,0,subject,は,1,5.454339027404790
12,4,1,1,0,subject,若者,1,16.8366641998291
13,4,1,1,0,subject,に,1,6.275184631347660
14,4,1,1,0,subject,人気,1,3.421217918396000
15,4,1,1,0,subject,だ,1,10.409135818481400
16,4,1,1,0,subject,。,1,2.385841131210330
0,4,1,1,1,subject,建てた,0,0.0
1,4,1,1,1,subject,別荘,0,15.268867492675800
2,4,1,1,1,subject,が,0,4.565678596496580
3,4,1,1,1,subject,先,0,13.139961242675800
4,4,1,1,1,subject,日,0,11.620976448059100
5,4,1,1,1,subject,雑誌,0,17.29973793029790
6,4,1,1,1,subject,に,0,2.6714794635772700
7,4,1,1,1,subject,取材,0,8.479541778564450
8,4,1,1,1,subject,された,0,3.7331738471984900
9,4,1,1,1,subject,芸人,1,17.464502334594700
10,4,1,1,1,subject,は,1,5.956488609313970
11,4,1,1,1,subject,若者,1,15.605542182922400
12,4,1,1,1,subject,に,1,5.75627326965332
13,4,1,1,1,subject,人気,1,2.534511089324950
14,4,1,1,1,subject,だ,1,9.795580863952640
15,4,1,1,1,subject,。,1,2.7327959537506100
0,1,0,0,0,object,教授,0,0.0
1,1,0,0,0,object,が,0,5.287289619445800
2,1,0,0,0,object,推理小説,0,16.522769927978500
3,1,0,0,0,object,を書いた,0,7.909674167633060
4,1,0,0,0,object,ことが,0,6.856775760650640
5,1,0,0,0,object,最近,0,13.505764961242700
6,1,0,0,0,object,書店,0,15.836051940918000
7,1,0,0,0,object,で,0,2.102558135986330
8,1,0,0,0,object,特集,0,9.678088188171390
9,1,0,0,0,object,された,0,1.7845566272735600
10,1,0,0,0,object,の,1,5.870421409606930
11,1,0,0,0,object,で,1,2.577036142349240
12,1,0,0,0,object,誇,1,17.678726196289100
13,1,0,0,0,object,らしい,1,3.346325635910030
14,1,0,0,0,object,。,1,4.664207935333250
0,1,0,0,1,object,推理小説,0,0.0
1,1,0,0,1,object,を書いた,0,13.121781349182100
2,1,0,0,1,object,教授,0,15.646713256835900
3,1,0,0,1,object,が,0,4.746917724609380
4,1,0,0,1,object,最近,0,12.252485275268600
5,1,0,0,1,object,書店,0,12.716381072998000
6,1,0,0,1,object,で,0,1.3853285312652600
7,1,0,0,1,object,特集,0,12.184943199157700
8,1,0,0,1,object,された,0,4.10618782043457
9,1,0,0,1,object,の,1,4.918283939361570
10,1,0,0,1,object,で,1,3.5134596824646000
11,1,0,0,1,object,誇,1,17.9469051361084
12,1,0,0,1,object,らしい,1,2.9197962284088100
13,1,0,0,1,object,。,1,4.5239763259887700
0,1,1,0,0,object,教授,0,0.0
1,1,1,0,0,object,が,0,5.287289619445800
2,1,1,0,0,object,推理小説,0,16.522769927978500
3,1,1,0,0,object,を書いた,0,7.909674167633060
4,1,1,0,0,object,ことが,0,6.856775760650640
5,1,1,0,0,object,最近,0,13.505764961242700
6,1,1,0,0,object,書店,0,15.836051940918000
7,1,1,0,0,object,で,0,2.102558135986330
8,1,1,0,0,object,特集,0,9.678088188171390
